water_risk_mapping,wue_profile,status_quo_direct_water_l,carbon_first_direct_water_l,direct_water_change_pct,status_quo_high_stress_water_l,carbon_first_high_stress_water_l,high_stress_water_share_change_points
portfolio_mean,factorial_071,113.8544580242657,112.9747692785445,-0.7726432157217022,0.0,3.337780247219746,2.9544475005656308
portfolio_mean,factorial_072,113.8544580242657,87.54354316424872,-23.109253090827032,0.0,2.456426234003217,2.8059479262730815
portfolio_mean,factorial_073,113.8544580242657,99.3693961885491,-12.72243712462221,0.0,2.456426234003217,2.472014853891489
portfolio_mean,factorial_074,113.8544580242657,112.09341526532796,-1.546749059718333,0.0,2.456426234003217,2.1914099308945074
portfolio_mean,factorial_075,113.8544580242657,88.39185034690775,-22.364172751084666,0.0,3.3047334166622457,3.738730893959453
portfolio_mean,factorial_076,113.8544580242657,100.21770337120813,-11.977356784879845,0.0,3.3047334166622457,3.2975545292845667
portfolio_mean,factorial_077,113.8544580242657,112.941722447987,-0.8016687199759565,0.0,3.3047334166622457,2.9260519009564185
portfolio_mean,factorial_078,113.8544580242657,89.30458592318645,-21.5625040311087,0.0,4.2174689929409475,4.7225670992624265
portfolio_mean,factorial_079,113.8544580242657,101.13043894748682,-11.175688064903888,0.0,4.2174689929409475,4.1703260035595395
portfolio_mean,factorial_080,113.8544580242657,113.8544580242657,0.0,0.0,4.2174689929409475,3.704263378112153
