policy,hour_index,trace_timestamp_anonymized,region,assigned_accelerator_hours,it_energy_kwh,facility_energy_kwh,carbon_kgco2e,direct_water_l,high_stress_direct_water_l,water_stress_category,latency_from_east_ms,migrated
B0_true_no_migration_status_quo,37,2024-11-17 05:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,38,2024-11-17 06:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,38,2024-11-17 06:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,38,2024-11-17 06:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,38,2024-11-17 06:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,39,2024-11-17 07:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,39,2024-11-17 07:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,39,2024-11-17 07:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,39,2024-11-17 07:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,40,2024-11-17 08:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,40,2024-11-17 08:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,40,2024-11-17 08:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,40,2024-11-17 08:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,41,2024-11-17 09:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,41,2024-11-17 09:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,41,2024-11-17 09:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,41,2024-11-17 09:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,42,2024-11-17 10:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,42,2024-11-17 10:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,42,2024-11-17 10:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,42,2024-11-17 10:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,43,2024-11-17 11:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,43,2024-11-17 11:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,43,2024-11-17 11:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,43,2024-11-17 11:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,44,2024-11-17 12:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,44,2024-11-17 12:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,44,2024-11-17 12:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,44,2024-11-17 12:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,45,2024-11-17 13:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,45,2024-11-17 13:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,45,2024-11-17 13:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,45,2024-11-17 13:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,46,2024-11-17 14:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,46,2024-11-17 14:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,46,2024-11-17 14:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,46,2024-11-17 14:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,47,2024-11-17 15:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,47,2024-11-17 15:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
